Time, Ecoregion, Species, TempMult, MinJanTempMult, SoilMoistureMult, OtherAdjustMult, ProbEst
1, MN102, pinuresi,0.58,1.00,0.83,0.40,0.23
1, MN102, pinustro,0.94,1.00,0.82,0.40,0.33
1, MN102, popubals,0.87,1.00,0.74,0.40,0.29
1, MN102, popudelt,0.87,1.00,0.70,0.40,0.28
1, MN102, popugran,0.93,1.00,0.76,0.40,0.31
1, MN102, poputrem,0.90,1.00,0.74,0.40,0.29
1, MN102, prunpens,0.88,1.00,0.55,0.40,0.22
1, MN102, prunsero,0.48,1.00,0.77,0.40,0.19
1, MN102, prunvirg,0.48,1.00,0.77,0.40,0.19
1, MN102, queralba,0.52,0.00,0.81,0.40,0.00
1, MN102, querelli,0.00,0.00,0.82,0.40,0.00
1, MN102, quermacr,0.66,1.00,0.83,0.40,0.26
1, MN102, querrubr,0.69,1.00,0.63,0.40,0.25
1, MN102, salix,0.87,1.00,0.74,0.40,0.29
1, MN102, thujocci,0.72,1.00,0.78,0.40,0.29
1, MN102, tiliamer,0.79,1.00,0.62,0.40,0.25
1, MN102, ulmuamer,0.41,1.00,0.73,0.40,0.16
1, MN102, ulmurubr,0.41,1.00,0.73,0.40,0.16
1, MN103, abiebals,0.81,1.00,0.90,0.40,0.32
1, MN103, acernegu,0.40,1.00,0.93,0.40,0.16
1, MN103, acerrubr,0.40,1.00,0.93,0.40,0.16
1, MN103, acersacc,0.90,1.00,0.74,0.40,0.30
1, MN103, acerspic,0.40,1.00,0.93,0.40,0.16
1, MN103, betualle,0.99,1.00,0.91,0.40,0.36
1, MN103, betupapy,0.38,1.00,0.94,0.40,0.15
1, MN103, celtis,0.40,1.00,0.93,0.40,0.16
1, MN103, fraxamer,0.37,0.00,0.94,0.40,0.00
1, MN103, fraxnigr,0.86,1.00,0.00,0.40,0.00
1, MN103, fraxpenn,0.60,1.00,0.85,0.40,0.24
1, MN103, larilari,0.89,1.00,0.94,0.40,0.35
1, MN103, ostrvirg,0.48,1.00,0.94,0.40,0.19
1, MN103, piceglau,0.10,1.00,0.93,0.40,0.04
1, MN103, picemari,0.10,1.00,0.94,0.40,0.04
1, MN103, pinubank,0.75,1.00,0.96,0.40,0.30
1, MN103, pinuresi,0.58,1.00,0.96,0.40,0.23
1, MN103, pinustro,0.94,1.00,0.96,0.40,0.37
1, MN103, popubals,0.87,1.00,0.94,0.40,0.35
1, MN103, popudelt,0.87,1.00,0.93,0.40,0.35
1, MN103, popugran,0.93,1.00,0.94,0.40,0.37
1, MN103, poputrem,0.90,1.00,0.94,0.40,0.36
1, MN103, prunpens,0.88,1.00,0.90,0.40,0.35
1, MN103, prunsero,0.48,1.00,0.94,0.40,0.19
1, MN103, prunvirg,0.48,1.00,0.94,0.40,0.19
1, MN103, queralba,0.52,0.00,0.95,0.40,0.00
1, MN103, querelli,0.00,0.00,0.96,0.40,0.00
1, MN103, quermacr,0.66,1.00,0.96,0.40,0.26
1, MN103, querrubr,0.69,1.00,0.92,0.40,0.28
1, MN103, salix,0.87,1.00,0.94,0.40,0.35
1, MN103, thujocci,0.72,1.00,0.95,0.40,0.29
1, MN103, tiliamer,0.79,1.00,0.92,0.40,0.32
1, MN103, ulmuamer,0.41,1.00,0.94,0.40,0.16
1, MN103, ulmurubr,0.41,1.00,0.94,0.40,0.16
1, MN104, abiebals,0.88,1.00,1.00,0.40,0.35
1, MN104, acernegu,0.36,0.00,1.00,0.40,0.00
1, MN104, acerrubr,0.36,0.00,1.00,0.40,0.00
1, MN104, acersacc,0.85,0.00,1.00,0.40,0.00
1, MN104, acerspic,0.36,0.00,1.00,0.40,0.00
1, MN104, betualle,1.00,0.00,1.00,0.40,0.00
1, MN104, betupapy,0.53,1.00,1.00,0.40,0.21
1, MN104, celtis,0.36,0.00,1.00,0.40,0.00
1, MN104, fraxamer,0.31,0.00,1.00,0.40,0.00
1, MN104, fraxnigr,0.93,0.00,1.00,0.40,0.00
1, MN104, fraxpenn,0.56,1.00,1.00,0.40,0.22
1, MN104, larilari,0.93,1.00,1.00,0.40,0.37
1, MN104, ostrvirg,0.42,0.00,1.00,0.40,0.00
1, MN104, piceglau,0.27,1.00,1.00,0.40,0.11
1, MN104, picemari,0.26,1.00,1.00,0.40,0.11
1, MN104, pinubank,0.85,1.00,1.00,0.40,0.34
1, MN104, pinuresi,0.77,0.00,1.00,0.40,0.00
1, MN104, pinustro,0.89,0.00,1.00,0.40,0.00
1, MN104, popubals,0.92,1.00,1.00,0.40,0.37
1, MN104, popudelt,0.92,1.00,1.00,0.40,0.37
1, MN104, popugran,0.89,0.00,1.00,0.40,0.00
1, MN104, poputrem,0.95,1.00,1.00,0.40,0.38
1, MN104, prunpens,0.93,1.00,1.00,0.40,0.37
1, MN104, prunsero,0.43,0.00,1.00,0.40,0.00
1, MN104, prunvirg,0.43,0.00,1.00,0.40,0.00
1, MN104, queralba,0.47,0.00,1.00,0.40,0.00
1, MN104, querelli,0.00,0.00,1.00,0.40,0.00
1, MN104, quermacr,0.62,0.00,1.00,0.40,0.00
1, MN104, querrubr,0.64,0.00,1.00,0.40,0.00
1, MN104, salix,0.92,1.00,1.00,0.40,0.37
1, MN104, thujocci,0.85,0.00,1.00,0.40,0.00
1, MN104, tiliamer,0.70,0.00,1.00,0.40,0.00
1, MN104, ulmuamer,0.37,0.00,1.00,0.40,0.00
1, MN104, ulmurubr,0.37,0.00,1.00,0.40,0.00
1, MN200, abiebals,0.89,1.00,0.25,0.40,0.10
1, MN200, acernegu,0.35,0.00,0.57,0.40,0.00
1, MN200, acerrubr,0.35,0.00,0.57,0.40,0.00
1, MN200, acersacc,0.83,0.00,0.00,0.40,0.00
1, MN200, acerspic,0.35,0.00,0.57,0.40,0.00
1, MN200, betualle,1.00,0.00,0.37,0.40,0.00
1, MN200, betupapy,0.57,1.00,0.67,0.40,0.23
1, MN200, celtis,0.35,0.00,0.57,0.40,0.00
1, MN200, fraxamer,0.30,0.00,0.67,0.40,0.00
1, MN200, fraxnigr,0.95,0.00,0.00,0.40,0.00
1, MN200, fraxpenn,0.54,1.00,0.00,0.40,0.00
1, MN200, larilari,0.94,1.00,0.65,0.40,0.26
1, MN200, ostrvirg,0.41,0.00,0.67,0.40,0.00
1, MN200, piceglau,0.31,1.00,0.61,0.40,0.13
1, MN200, picemari,0.31,1.00,0.65,0.40,0.12
1, MN200, pinubank,0.87,1.00,0.79,0.40,0.32
1, MN200, pinuresi,0.81,0.00,0.77,0.40,0.00
1, MN200, pinustro,0.88,0.00,0.76,0.40,0.00
1, MN200, popubals,0.93,1.00,0.65,0.40,0.26
1, MN200, popudelt,0.93,1.00,0.60,0.40,0.24
1, MN200, popugran,0.88,0.00,0.69,0.40,0.00
1, MN200, poputrem,0.96,1.00,0.65,0.40,0.26
1, MN200, prunpens,0.94,1.00,0.35,0.40,0.14
1, MN200, prunsero,0.42,0.00,0.70,0.40,0.00
1, MN200, prunvirg,0.42,0.00,0.70,0.40,0.00
1, MN200, queralba,0.46,0.00,0.75,0.40,0.00
1, MN200, querelli,0.00,0.00,0.77,0.40,0.00
1, MN200, quermacr,0.60,0.00,0.77,0.40,0.00
1, MN200, querrubr,0.62,0.00,0.48,0.40,0.00
1, MN200, salix,0.93,1.00,0.65,0.40,0.26
1, MN200, thujocci,0.87,0.00,0.71,0.40,0.00
1, MN200, tiliamer,0.67,0.00,0.47,0.40,0.00
1, MN200, ulmuamer,0.36,0.00,0.64,0.40,0.00
1, MN200, ulmurubr,0.36,0.00,0.64,0.40,0.00
1, MN201, abiebals,0.88,1.00,0.00,0.40,0.00
1, MN201, acernegu,0.36,0.00,0.00,0.40,0.00
1, MN201, acerrubr,0.36,0.00,0.00,0.40,0.00
1, MN201, acersacc,0.85,0.00,0.00,0.40,0.00
1, MN201, acerspic,0.36,0.00,0.00,0.40,0.00
1, MN201, betualle,1.00,0.00,0.00,0.40,0.00
1, MN201, betupapy,0.52,1.00,0.16,0.40,0.06
1, MN201, celtis,0.36,0.00,0.00,0.40,0.00
1, MN201, fraxamer,0.32,0.00,0.16,0.40,0.00
1, MN201, fraxnigr,0.93,0.00,0.00,0.40,0.00
1, MN201, fraxpenn,0.56,1.00,0.00,0.40,0.00
1, MN201, larilari,0.93,1.00,0.00,0.40,0.00
1, MN201, ostrvirg,0.42,0.00,0.16,0.40,0.00
1, MN201, piceglau,0.26,1.00,0.00,0.40,0.00
1, MN201, picemari,0.26,1.00,0.00,0.40,0.00
1, MN201, pinubank,0.85,1.00,0.58,0.40,0.23
1, MN201, pinuresi,0.76,0.00,0.54,0.40,0.00
1, MN201, pinustro,0.89,0.00,0.52,0.40,0.00
1, MN201, popubals,0.92,1.00,0.00,0.40,0.00
1, MN201, popudelt,0.92,1.00,0.00,0.40,0.00
1, MN201, popugran,0.89,0.00,0.27,0.40,0.00
1, MN201, poputrem,0.95,1.00,0.00,0.40,0.00
1, MN201, prunpens,0.93,1.00,0.00,0.40,0.00
1, MN201, prunsero,0.43,0.00,0.30,0.40,0.00
1, MN201, prunvirg,0.43,0.00,0.30,0.40,0.00
1, MN201, queralba,0.47,0.00,0.47,0.40,0.00
1, MN201, querelli,0.00,0.00,0.53,0.40,0.00
1, MN201, quermacr,0.62,0.00,0.54,0.40,0.00
1, MN201, querrubr,0.64,0.00,0.00,0.40,0.00
1, MN201, salix,0.92,1.00,0.00,0.40,0.00
1, MN201, thujocci,0.84,0.00,0.37,0.40,0.00
1, MN201, tiliamer,0.70,0.00,0.00,0.40,0.00
1, MN201, ulmuamer,0.37,0.00,0.00,0.40,0.00
1, MN201, ulmurubr,0.37,0.00,0.00,0.40,0.00
1, MN202, abiebals,0.88,1.00,0.00,0.40,0.00
1, MN202, acernegu,0.36,0.00,0.00,0.40,0.00
1, MN202, acerrubr,0.36,0.00,0.00,0.40,0.00
1, MN202, acersacc,0.85,0.00,0.00,0.40,0.00
1, MN202, acerspic,0.36,0.00,0.00,0.40,0.00
1, MN202, betualle,1.00,0.00,0.00,0.40,0.00
1, MN202, betupapy,0.52,1.00,0.20,0.40,0.08
1, MN202, celtis,0.36,0.00,0.00,0.40,0.00
1, MN202, fraxamer,0.32,0.00,0.20,0.40,0.00
1, MN202, fraxnigr,0.93,0.00,0.00,0.40,0.00
1, MN202, fraxpenn,0.56,1.00,0.00,0.40,0.00
1, MN202, larilari,0.93,1.00,0.00,0.40,0.00
1, MN202, ostrvirg,0.42,0.00,0.20,0.40,0.00
1, MN202, piceglau,0.26,1.00,0.00,0.40,0.00
1, MN202, picemari,0.26,1.00,0.08,0.40,0.03
1, MN202, pinubank,0.85,1.00,0.59,0.40,0.24
1, MN202, pinuresi,0.76,0.00,0.55,0.40,0.00
1, MN202, pinustro,0.89,0.00,0.53,0.40,0.00
1, MN202, popubals,0.92,1.00,0.00,0.40,0.00
1, MN202, popudelt,0.92,1.00,0.00,0.40,0.00
1, MN202, popugran,0.89,0.00,0.29,0.40,0.00
1, MN202, poputrem,0.95,1.00,0.00,0.40,0.00
1, MN202, prunpens,0.93,1.00,0.00,0.40,0.00
1, MN202, prunsero,0.43,0.00,0.33,0.40,0.00
1, MN202, prunvirg,0.43,0.00,0.33,0.40,0.00
1, MN202, queralba,0.47,0.00,0.48,0.40,0.00
1, MN202, querelli,0.00,0.00,0.54,0.40,0.00
1, MN202, quermacr,0.62,0.00,0.55,0.40,0.00
1, MN202, querrubr,0.64,0.00,0.00,0.40,0.00
1, MN202, salix,0.92,1.00,0.00,0.40,0.00
1, MN202, thujocci,0.84,0.00,0.39,0.40,0.00
1, MN202, tiliamer,0.70,0.00,0.00,0.40,0.00
1, MN202, ulmuamer,0.37,0.00,0.00,0.40,0.00
1, MN202, ulmurubr,0.37,0.00,0.00,0.40,0.00
1, MN203, abiebals,0.99,1.00,1.00,0.40,0.40
1, MN203, acernegu,0.21,1.00,1.00,0.40,0.09
1, MN203, acerrubr,0.21,1.00,1.00,0.40,0.09
1, MN203, acersacc,0.59,1.00,1.00,0.40,0.24
1, MN203, acerspic,0.21,1.00,1.00,0.40,0.09
1, MN203, betualle,0.88,1.00,1.00,0.40,0.35
1, MN203, betupapy,0.85,1.00,1.00,0.40,0.34
1, MN203, celtis,0.21,1.00,1.00,0.40,0.09
1, MN203, fraxamer,0.14,1.00,1.00,0.40,0.05
1, MN203, fraxnigr,0.99,1.00,1.00,0.40,0.40
1, MN203, fraxpenn,0.41,1.00,1.00,0.40,0.16
1, MN203, larilari,0.99,1.00,1.00,0.40,0.40
1, MN203, ostrvirg,0.25,1.00,1.00,0.40,0.10
1, MN203, piceglau,0.67,1.00,1.00,0.40,0.27
1, MN203, picemari,0.66,1.00,1.00,0.40,0.27
1, MN203, pinubank,1.00,1.00,1.00,0.40,0.40
1, MN203, pinuresi,1.00,1.00,1.00,0.40,0.40
1, MN203, pinustro,0.69,1.00,1.00,0.40,0.28
1, MN203, popubals,1.00,1.00,1.00,0.40,0.40
1, MN203, popudelt,1.00,1.00,1.00,0.40,0.40
1, MN203, popugran,0.69,1.00,1.00,0.40,0.28
1, MN203, poputrem,1.00,1.00,1.00,0.40,0.40
1, MN203, prunpens,1.00,1.00,1.00,0.40,0.40
1, MN203, prunsero,0.28,1.00,1.00,0.40,0.11
1, MN203, prunvirg,0.28,1.00,1.00,0.40,0.11
1, MN203, queralba,0.31,1.00,1.00,0.40,0.12
1, MN203, querelli,0.00,1.00,1.00,0.40,0.00
1, MN203, quermacr,0.47,1.00,1.00,0.40,0.19
1, MN203, querrubr,0.46,1.00,1.00,0.40,0.18
1, MN203, salix,1.00,1.00,1.00,0.40,0.40
1, MN203, thujocci,1.00,1.00,1.00,0.40,0.40
1, MN203, tiliamer,0.34,1.00,1.00,0.40,0.13
1, MN203, ulmuamer,0.23,1.00,1.00,0.40,0.09
1, MN203, ulmurubr,0.23,1.00,1.00,0.40,0.09
1, MN204, abiebals,0.88,1.00,0.63,0.40,0.25
1, MN204, acernegu,0.36,0.00,0.75,0.40,0.00
1, MN204, acerrubr,0.36,0.00,0.75,0.40,0.00
1, MN204, acersacc,0.85,0.00,0.00,0.40,0.00
1, MN204, acerspic,0.36,0.00,0.75,0.40,0.00
1, MN204, betualle,1.00,0.00,0.67,0.40,0.00
1, MN204, betupapy,0.52,1.00,0.80,0.40,0.21
1, MN204, celtis,0.36,0.00,0.75,0.40,0.00
1, MN204, fraxamer,0.32,0.00,0.80,0.40,0.00
1, MN204, fraxnigr,0.93,0.00,0.00,0.40,0.00
1, MN204, fraxpenn,0.56,1.00,0.36,0.40,0.14
1, MN204, larilari,0.93,1.00,0.79,0.40,0.32
1, MN204, ostrvirg,0.42,0.00,0.80,0.40,0.00
1, MN204, piceglau,0.26,1.00,0.77,0.40,0.11
1, MN204, picemari,0.26,1.00,0.79,0.40,0.10
1, MN204, pinubank,0.85,1.00,0.87,0.40,0.34
1, MN204, pinuresi,0.76,0.00,0.86,0.40,0.00
1, MN204, pinustro,0.89,0.00,0.86,0.40,0.00
1, MN204, popubals,0.92,1.00,0.79,0.40,0.32
1, MN204, popudelt,0.92,1.00,0.77,0.40,0.31
1, MN204, popugran,0.89,0.00,0.81,0.40,0.00
1, MN204, poputrem,0.95,1.00,0.79,0.40,0.32
1, MN204, prunpens,0.93,1.00,0.66,0.40,0.26
1, MN204, prunsero,0.43,0.00,0.82,0.40,0.00
1, MN204, prunvirg,0.43,0.00,0.82,0.40,0.00
1, MN204, queralba,0.47,0.00,0.85,0.40,0.00
1, MN204, querelli,0.00,0.00,0.86,0.40,0.00
1, MN204, quermacr,0.62,0.00,0.86,0.40,0.00
1, MN204, querrubr,0.64,0.00,0.71,0.40,0.00
1, MN204, salix,0.92,1.00,0.79,0.40,0.32
1, MN204, thujocci,0.84,0.00,0.83,0.40,0.00
1, MN204, tiliamer,0.70,0.00,0.71,0.40,0.00
1, MN204, ulmuamer,0.37,0.00,0.79,0.40,0.00
1, MN204, ulmurubr,0.37,0.00,0.79,0.40,0.00
1, MN300, abiebals,0.93,1.00,1.00,0.40,0.37
1, MN300, acernegu,0.31,1.00,1.00,0.40,0.13
1, MN300, acerrubr,0.31,1.00,1.00,0.40,0.13
1, MN300, acersacc,0.78,1.00,1.00,0.40,0.31
1, MN300, acerspic,0.31,1.00,1.00,0.40,0.13
1, MN300, betualle,0.99,1.00,1.00,0.40,0.39
1, MN300, betupapy,0.65,1.00,1.00,0.40,0.26
1, MN300, celtis,0.31,1.00,1.00,0.40,0.13
1, MN300, fraxamer,0.26,0.00,1.00,0.40,0.00
1, MN300, fraxnigr,0.98,1.00,1.00,0.40,0.39
1, MN300, fraxpenn,0.51,1.00,1.00,0.40,0.21
1, MN300, larilari,0.96,1.00,1.00,0.40,0.38
1, MN300, ostrvirg,0.37,1.00,1.00,0.40,0.15
1, MN300, piceglau,0.42,1.00,1.00,0.40,0.17
1, MN300, picemari,0.41,1.00,1.00,0.40,0.16
1, MN300, pinubank,0.92,1.00,1.00,0.40,0.37
1, MN300, pinuresi,0.89,1.00,1.00,0.40,0.36
1, MN300, pinustro,0.84,1.00,1.00,0.40,0.34
1, MN300, popubals,0.96,1.00,1.00,0.40,0.38
1, MN300, popudelt,0.96,1.00,1.00,0.40,0.38
1, MN300, popugran,0.84,1.00,1.00,0.40,0.34
1, MN300, poputrem,0.98,1.00,1.00,0.40,0.39
1, MN300, prunpens,0.96,1.00,1.00,0.40,0.38
1, MN300, prunsero,0.39,1.00,1.00,0.40,0.15
1, MN300, prunvirg,0.39,1.00,1.00,0.40,0.15
1, MN300, queralba,0.42,1.00,1.00,0.40,0.17
1, MN300, querelli,0.00,1.00,1.00,0.40,0.00
1, MN300, quermacr,0.57,1.00,1.00,0.40,0.23
1, MN300, querrubr,0.59,1.00,1.00,0.40,0.23
1, MN300, salix,0.96,1.00,1.00,0.40,0.38
1, MN300, thujocci,0.93,1.00,1.00,0.40,0.37
1, MN300, tiliamer,0.60,1.00,1.00,0.40,0.24
1, MN300, ulmuamer,0.33,1.00,1.00,0.40,0.13
1, MN300, ulmurubr,0.33,1.00,1.00,0.40,0.13
1, MN301, abiebals,0.87,1.00,1.00,0.40,0.35
1, MN301, acernegu,0.37,0.00,1.00,0.40,0.00
1, MN301, acerrubr,0.37,0.00,1.00,0.40,0.00
1, MN301, acersacc,0.86,0.00,1.00,0.40,0.00
1, MN301, acerspic,0.37,0.00,1.00,0.40,0.00
1, MN301, betualle,1.00,0.00,1.00,0.40,0.00
1, MN301, betupapy,0.51,1.00,1.00,0.40,0.20
1, MN301, celtis,0.37,0.00,1.00,0.40,0.00
1, MN301, fraxamer,0.32,0.00,1.00,0.40,0.00
1, MN301, fraxnigr,0.92,0.00,1.00,0.40,0.00
1, MN301, fraxpenn,0.56,1.00,1.00,0.40,0.23
1, MN301, larilari,0.92,1.00,1.00,0.40,0.37
1, MN301, ostrvirg,0.43,0.00,1.00,0.40,0.00
1, MN301, piceglau,0.25,1.00,1.00,0.40,0.10
1, MN301, picemari,0.24,1.00,1.00,0.40,0.10
1, MN301, pinubank,0.84,1.00,1.00,0.40,0.33
1, MN301, pinuresi,0.74,0.00,1.00,0.40,0.00
1, MN301, pinustro,0.90,0.00,1.00,0.40,0.00
1, MN301, popubals,0.92,1.00,1.00,0.40,0.37
1, MN301, popudelt,0.92,1.00,1.00,0.40,0.37
1, MN301, popugran,0.90,0.00,1.00,0.40,0.00
1, MN301, poputrem,0.94,1.00,1.00,0.40,0.38
1, MN301, prunpens,0.92,1.00,1.00,0.40,0.37
1, MN301, prunsero,0.44,0.00,1.00,0.40,0.00
1, MN301, prunvirg,0.44,0.00,1.00,0.40,0.00
1, MN301, queralba,0.48,0.00,1.00,0.40,0.00
1, MN301, querelli,0.00,0.00,1.00,0.40,0.00
1, MN301, quermacr,0.62,0.00,1.00,0.40,0.00
1, MN301, querrubr,0.65,0.00,1.00,0.40,0.00
1, MN301, salix,0.92,1.00,1.00,0.40,0.37
1, MN301, thujocci,0.83,0.00,1.00,0.40,0.00
1, MN301, tiliamer,0.71,0.00,1.00,0.40,0.00
1, MN301, ulmuamer,0.37,0.00,1.00,0.40,0.00
1, MN301, ulmurubr,0.37,0.00,1.00,0.40,0.00
1, MN302, abiebals,0.40,1.00,0.00,0.40,0.00
1, MN302, acernegu,0.57,1.00,0.00,0.40,0.00
1, MN302, acerrubr,0.57,1.00,0.00,0.40,0.00
1, MN302, acersacc,1.00,1.00,0.00,0.40,0.00
1, MN302, acerspic,0.57,1.00,0.00,0.40,0.00
1, MN302, betualle,0.71,1.00,0.00,0.40,0.00
1, MN302, betupapy,0.00,1.00,0.00,0.40,0.00
1, MN302, celtis,0.57,1.00,0.00,0.40,0.00
1, MN302, fraxamer,0.56,0.00,0.00,0.40,0.00
1, MN302, fraxnigr,0.24,1.00,0.00,0.40,0.00
1, MN302, fraxpenn,0.76,1.00,0.00,0.40,0.00
1, MN302, larilari,0.65,1.00,0.00,0.40,0.00
1, MN302, ostrvirg,0.67,1.00,0.00,0.40,0.00
1, MN302, piceglau,0.00,1.00,0.00,0.40,0.00
1, MN302, picemari,0.00,1.00,0.00,0.40,0.00
1, MN302, pinubank,0.10,1.00,0.00,0.40,0.00
1, MN302, pinuresi,0.00,1.00,0.00,0.40,0.00
1, MN302, pinustro,1.00,1.00,0.00,0.40,0.00
1, MN302, popubals,0.54,1.00,0.00,0.40,0.00
1, MN302, popudelt,0.54,1.00,0.00,0.40,0.00
1, MN302, popugran,1.00,1.00,0.00,0.40,0.00
1, MN302, poputrem,0.55,1.00,0.00,0.40,0.00
1, MN302, prunpens,0.55,1.00,0.00,0.40,0.00
1, MN302, prunsero,0.65,1.00,0.00,0.40,0.00
1, MN302, prunvirg,0.65,1.00,0.00,0.40,0.00
1, MN302, queralba,0.70,0.00,0.00,0.40,0.00
1, MN302, querelli,0.72,1.00,0.00,0.40,0.00
1, MN302, quermacr,0.81,1.00,0.00,0.40,0.00
1, MN302, querrubr,0.86,1.00,0.00,0.40,0.00
1, MN302, salix,0.54,1.00,0.00,0.40,0.00
1, MN302, thujocci,0.00,1.00,0.00,0.40,0.00
1, MN302, tiliamer,0.99,1.00,0.00,0.40,0.00
1, MN302, ulmuamer,0.56,1.00,0.00,0.40,0.00
1, MN302, ulmurubr,0.56,1.00,0.00,0.40,0.00
1, MN303, abiebals,0.61,1.00,1.00,0.40,0.25
1, MN303, acernegu,0.50,1.00,1.00,0.40,0.20
1, MN303, acerrubr,0.50,1.00,1.00,0.40,0.20
1, MN303, acersacc,0.98,1.00,1.00,0.40,0.39
1, MN303, acerspic,0.50,1.00,1.00,0.40,0.20
1, MN303, betualle,0.88,1.00,1.00,0.40,0.35
1, MN303, betupapy,0.00,1.00,1.00,0.40,0.00
1, MN303, celtis,0.50,1.00,1.00,0.40,0.20
1, MN303, fraxamer,0.48,0.00,1.00,0.40,0.00
1, MN303, fraxnigr,0.58,1.00,1.00,0.40,0.23
1, MN303, fraxpenn,0.69,1.00,1.00,0.40,0.28
1, MN303, larilari,0.77,1.00,1.00,0.40,0.31
1, MN303, ostrvirg,0.59,1.00,1.00,0.40,0.23
1, MN303, piceglau,0.00,1.00,1.00,0.40,0.00
1, MN303, picemari,0.00,1.00,1.00,0.40,0.00
1, MN303, pinubank,0.44,1.00,1.00,0.40,0.18
1, MN303, pinuresi,0.00,1.00,1.00,0.40,0.00
1, MN303, pinustro,0.99,1.00,1.00,0.40,0.40
1, MN303, popubals,0.71,1.00,1.00,0.40,0.29
1, MN303, popudelt,0.71,1.00,1.00,0.40,0.29
1, MN303, popugran,0.99,1.00,1.00,0.40,0.40
1, MN303, poputrem,0.74,1.00,1.00,0.40,0.30
1, MN303, prunpens,0.72,1.00,1.00,0.40,0.29
1, MN303, prunsero,0.58,1.00,1.00,0.40,0.23
1, MN303, prunvirg,0.58,1.00,1.00,0.40,0.23
1, MN303, queralba,0.62,1.00,1.00,0.40,0.25
1, MN303, querelli,0.57,1.00,1.00,0.40,0.23
1, MN303, quermacr,0.75,1.00,1.00,0.40,0.30
1, MN303, querrubr,0.79,1.00,1.00,0.40,0.32
1, MN303, salix,0.71,1.00,1.00,0.40,0.29
1, MN303, thujocci,0.31,1.00,1.00,0.40,0.13
1, MN303, tiliamer,0.93,1.00,1.00,0.40,0.37
1, MN303, ulmuamer,0.50,1.00,1.00,0.40,0.20
1, MN303, ulmurubr,0.50,1.00,1.00,0.40,0.20
1, MN304, abiebals,0.68,1.00,0.92,0.40,0.27
1, MN304, acernegu,0.47,1.00,0.94,0.40,0.19
1, MN304, acerrubr,0.47,1.00,0.94,0.40,0.19
1, MN304, acersacc,0.97,1.00,0.81,0.40,0.32
